No,Facility Name,Category,Type,Free / Paid,Primary contact,Secandory contact,Email,Provice,District,Nearest Town / City,DS Division / Area,Full Address / Location Detail,Capabilities / Services,Available Hours,Available Doctors / Key Staff,Web site,Other Valuable Points / Notes,HTML code,Submitter Name,Submitter Contact,Submitter e-mail,Agreement
47,National Institute of Mental Health (NIMH),Mental Health,Government Specialized Hospital,Free,1926,0112578234 / WhatsApp 075-5551926,,Western Province,Colombo,Mulleriyawa,National,Mulleriyawa New Town,Mental health treatment and hotline,24-Jul,,https://www.nimh.health.gov.lk/,,"<tr><td>National Institute of Mental Health (NIMH)<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:1926"" class=""phone-link"">1926</a><div class=""phone-secondary"">0112578234 / WhatsApp 075-5551926</div></td><td>Free<div> <a href=""https://www.nimh.health.gov.lk/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
48,Equite,LGBTIQ+ Support,NGO,Free,071-7033298,,equitesrilanka2019@gmail.com,National,Island wide,Colombo,National,Sri Lanka,LGBTIQ+ support and referrals,,,https://www.equitesrilanka.org/,,"<tr><td>Equite<div class=""e-mail"">equitesrilanka2019@gmail.com</div></td><td>National</td><td>Island wide</td><td><a href=""tel:071-7033298"" class=""phone-link"">071-7033298</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.equitesrilanka.org/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
49,Pride Mantra Sri Lanka,LGBTIQ+ Mental Health,Online Service,Paid,,,https://lgbtqiacounseling.com/contact-us/,National,Island wide,Online,National,"No 9 Park Gardens, Colombo 00500, Sri Lanka",Therapy provider,,,https://www.lgbtqiacounseling.com/sri-lanka/,,"<tr><td>Pride Mantra Sri Lanka<div class=""e-mail"">https://lgbtqiacounseling.com/contact-us/</div></td><td>National</td><td>Island wide</td><td><a href=""tel:"" class=""phone-link""></a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.lgbtqiacounseling.com/sri-lanka/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
50,Suwaseriya Ambulance Service,Emergency,Government Hotline,Free,1990,,,National,Island wide,Island-wide,National,Sri Lanka,Emergency ambulance,24-Jul,,,,"<tr><td>Suwaseriya Ambulance Service<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:1990"" class=""phone-link"">1990</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
51,Prathya by Hashtag Generation,Cyber Violence Support,NGO,Free,077-7955900,,,National,Island wide,Online,National,Sri Lanka,Online violence support,,,https://www.hashtaggeneration.org/,,"<tr><td>Prathya by Hashtag Generation<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:077-7955900"" class=""phone-link"">077-7955900</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.hashtaggeneration.org/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
52,District General Hospital - Kalutara (Acute Psychiatry Unit),Mental Health,Government District General Hospital,Free,034-2222261,,,Western Province,Kalutara,Kalutara,Kalutara,"District General Hospital, Kalutara",Acute Psychiatry Unit; Mental Health Clinic; Consumer & Carer Association,Call hospital to confirm current clinic schedule,Consultant Psychiatrist listed by Directorate of Mental Health,,Main district acute psychiatry and referral centre.,"<tr><td>District General Hospital - Kalutara (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2222261"" class=""phone-link"">034-2222261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
53,Base Hospital - Panadura (Mental Health Clinic),Mental Health,Government Base Hospital,Free,038-2232261,,,Western Province,Kalutara,Panadura,Panadura,"Base Hospital, Panadura",Mental Health Clinic; Community Support Centre via MOH Panadura,Call to confirm,Consultant Psychiatrist listed by Directorate of Mental Health,,,"<tr><td>Base Hospital - Panadura (Mental Health Clinic)<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:038-2232261"" class=""phone-link"">038-2232261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
54,Base Hospital - Horana (Mental Health Clinic),Mental Health,Government Base Hospital,Free,034-2261261,,,Western Province,Kalutara,Horana,Horana,"Base Hospital, Horana",Mental Health Clinic; Consumer & Carer Association,Call to confirm,Consultant Psychiatrist listed by Directorate of Mental Health,,,"<tr><td>Base Hospital - Horana (Mental Health Clinic)<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2261261"" class=""phone-link"">034-2261261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
55,Base Hospital - Pimbura (Mental Health Clinic),Mental Health,Government Base Hospital,Free,034-2244461,,,Western Province,Kalutara,Pimbura,Agalawatta area,"Base Hospital, Pimbura",Mental Health Clinic; Consumer & Carer Association,Call to confirm,,,,"<tr><td>Base Hospital - Pimbura (Mental Health Clinic)<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2244461"" class=""phone-link"">034-2244461</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
56,Divisional Hospital - Bandaragama,Mental Health,Government Divisional Hospital,Free,038-2290261,,,Western Province,Kalutara,Bandaragama,Bandaragama,"Bandaragama, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Bandaragama<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:038-2290261"" class=""phone-link"">038-2290261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
57,Divisional Hospital - Ittepana,Mental Health,Government Divisional Hospital,Free,034-2274460,,,Western Province,Kalutara,Ittepana,Walallavita area,"Ittepana, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Ittepana<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2274460"" class=""phone-link"">034-2274460</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
58,Divisional Hospital - Meegahatenne,Mental Health,Government Divisional Hospital,Free,034-2284061,,,Western Province,Kalutara,Meegahatenne,Walallavita area,"Meegahatenne, Kalutara District",Mental Health Clinic; Day Centre,Call to confirm,,,,"<tr><td>Divisional Hospital - Meegahatenne<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2284061"" class=""phone-link"">034-2284061</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
59,Divisional Hospital - Ingiriya,Mental Health,Government Divisional Hospital,Free,034-2269261,,,Western Province,Kalutara,Ingiriya,Ingiriya,"Ingiriya, Kalutara District",Mental Health Clinic; Day Centre; Consumer & Carer Association,Call to confirm,,,,"<tr><td>Divisional Hospital - Ingiriya<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2269261"" class=""phone-link"">034-2269261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
60,Divisional Hospital - Mathugama,Mental Health,Government Divisional Hospital,Free,034-2247261,,,Western Province,Kalutara,Mathugama,Mathugama,"Mathugama, Kalutara District",Mental Health Clinic; Consumer & Carer Association,Call to confirm,,,,"<tr><td>Divisional Hospital - Mathugama<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2247261"" class=""phone-link"">034-2247261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
61,Divisional Hospital - Baduraliya,Mental Health,Government Divisional Hospital,Free,034-2244235,,,Western Province,Kalutara,Baduraliya,Palindanuwara area,"Baduraliya, Kalutara District",Mental Health Clinic; Consumer & Carer Association,Call to confirm,,,,"<tr><td>Divisional Hospital - Baduraliya<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2244235"" class=""phone-link"">034-2244235</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
62,Divisional Hospital - Bulathsinhala,Mental Health,Government Divisional Hospital,Free,034-2283161,,,Western Province,Kalutara,Bulathsinhala,Bulathsinhala,"Bulathsinhala, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Bulathsinhala<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2283161"" class=""phone-link"">034-2283161</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
63,Divisional Hospital - Dodangoda,Mental Health,Government Divisional Hospital,Free,034-2281654,,,Western Province,Kalutara,Dodangoda,Dodangoda,"Dodangoda, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Dodangoda<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2281654"" class=""phone-link"">034-2281654</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
64,Divisional Hospital - Haltota,Mental Health,Government Divisional Hospital,Free,034-2252045,,,Western Province,Kalutara,Haltota,Millaniya area,"Haltota, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Haltota<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2252045"" class=""phone-link"">034-2252045</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
65,Divisional Hospital - Katugahahena,Mental Health,Government Divisional Hospital,Free,034-2245576,,,Western Province,Kalutara,Katugahahena,Bulathsinhala area,"Katugahahena, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Katugahahena<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2245576"" class=""phone-link"">034-2245576</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
66,Divisional Hospital - Aluthgama,Mental Health,Government Divisional Hospital,Free,034-2275261,,,Western Province,Kalutara,Aluthgama,Beruwala area,"Aluthgama, Kalutara District",Medium Stay Unit,Call to confirm,,,,"<tr><td>Divisional Hospital - Aluthgama<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2275261"" class=""phone-link"">034-2275261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
67,Divisional Hospital - Beruwala,Mental Health,Government Divisional Hospital,Free,034-2276162,,,Western Province,Kalutara,Beruwala,Beruwala,"Beruwala, Kalutara District",Mental Health Outpatient Clinic,Call to confirm,,,,"<tr><td>Divisional Hospital - Beruwala<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2276162"" class=""phone-link"">034-2276162</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
68,Primary Medical Care Unit - Wadduwa,Mental Health,Government Primary Medical Care Unit,Free,038-2232027,,,Western Province,Kalutara,Wadduwa,Panadura area,"Wadduwa, Kalutara District",Mental Health Clinic,Call to confirm,,,,"<tr><td>Primary Medical Care Unit - Wadduwa<div class=""e-mail""></div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:038-2232027"" class=""phone-link"">038-2232027</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
69,Sisilasa Community Support Centre - NIHS Kalutara,Counseling / Community Mental Health,Government Community Support Centre,Free,034-2222264,,cscnihs@gmail.com,Western Province,Kalutara,Kalutara,Kalutara,"National Institute of Health Sciences, Kalutara",Community mental health support; referral; psychosocial support,Call to confirm,,,Listed by Directorate of Mental Health.,"<tr><td>Sisilasa Community Support Centre - NIHS Kalutara<div class=""e-mail"">cscnihs@gmail.com</div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2222264"" class=""phone-link"">034-2222264</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
70,Regional Director of Health Services (RDHS) Kalutara,Mental Health Coordination,Government Health Administration,Free,034-2222367,,rdhskalutara@yahoo.com,Western Province,Kalutara,Kalutara,Kalutara,"Office of Regional Director of Health Services, Kalutara",District mental health coordination; focal point; event coordination,Weekday office hours (confirm),Medical Officer / Mental Health Focal Point,,Recommended first contact for district-level coordination.,"<tr><td>Regional Director of Health Services (RDHS) Kalutara<div class=""e-mail"">rdhskalutara@yahoo.com</div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2222367"" class=""phone-link"">034-2222367</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
71,STD Clinic - District General Hospital Kalutara,STD,Government STD Clinic,Free,034-2236937,,stdclinic.kalutara@gmail.com,Western Province,Kalutara,Kalutara,Kalutara,"STD Clinic, District General Hospital, Kalutara","STI/HIV testing, diagnosis, treatment, counseling and referral; confidential",Call to confirm current clinic hours,Venereology / medical officer team,,Official NSACP service provider.,"<tr><td>STD Clinic - District General Hospital Kalutara<div class=""e-mail"">stdclinic.kalutara@gmail.com</div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:034-2236937"" class=""phone-link"">034-2236937</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
72,Base Hospital - Panadura - STD Clinic,STD,Government STD Clinic,Free,038-2232261,,stdclinicpanadura@gmail.com,Western Province,Kalutara,Panadura,Panadura,"STD Clinic, Base Hospital, Panadura","STI/HIV testing, diagnosis, treatment, counseling and referral; confidential",Call to confirm current clinic hours,Venereology team,,Official NSACP service provider.,"<tr><td>Base Hospital - Panadura - STD Clinic<div class=""e-mail"">stdclinicpanadura@gmail.com</div></td><td>Western Province</td><td>Kalutara</td><td><a href=""tel:038-2232261"" class=""phone-link"">038-2232261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
73,District General Hospital - Polonnaruwa (Acute Psychiatry Unit),Mental Health,Government District General Hospital,Free,027-2223095,027-2222261,,North Central Province,Polonnaruwa,Polonnaruwa,Polonnaruwa,"District General Hospital, Polonnaruwa",Acute Psychiatry Unit; Mental Health Clinic,Call ahead to confirm current clinic hours,Consultant Psychiatrist / Mental Health Team,,Main district acute psychiatry and referral centre. Hospital numbers from Polonnaruwa District Secretariat; MH service from Directorate of Mental Health.,"<tr><td>District General Hospital - Polonnaruwa (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>North Central Province</td><td>Polonnaruwa</td><td><a href=""tel:027-2223095"" class=""phone-link"">027-2223095</a><div class=""phone-secondary"">027-2222261</div></td><td>Free</td></tr>",,,,
74,Base Hospital - Medirigiriya (Mental Health Clinic),Mental Health,Government Base Hospital,Free,027-2248261,027-2248260,,North Central Province,Polonnaruwa,Medirigiriya,Medirigiriya,"Base Hospital, Medirigiriya",Mental Health Clinic,,Consultant Psychiatrist / Mental Health Team,,Mental health clinic listed by Directorate of Mental Health.,"<tr><td>Base Hospital - Medirigiriya (Mental Health Clinic)<div class=""e-mail""></div></td><td>North Central Province</td><td>Polonnaruwa</td><td><a href=""tel:027-2248261"" class=""phone-link"">027-2248261</a><div class=""phone-secondary"">027-2248260</div></td><td>Free</td></tr>",,,,
